"15,999","15,999","15,999","15,839","15,681","15,524","15,369","15,676","15,676","14,579","13,995","13,436","14,579","14,724","14,872","15,020","14,420","13,843","14,258","14,686","15,126","15,126","15,126","15,999",iQOO Z7s (8GB RAM + 128GB)
"17,990","17,990","17,990","17,810","17,632","17,456","17,281","17,627","17,627","16,393","15,737","15,108","16,393","16,557","16,722","16,890","16,045","15,243","15,853","16,487","17,146","17,146","17,146","17,990",iQOO Z7s 5G
"15,990","15,990","15,990","15,830","15,672","15,515","15,360","15,667","15,667","14,570","13,988","13,428","14,570","14,716","14,863","15,012","14,411","13,835","14,250","14,678","15,118","15,118","15,118","15,990",iQOO Z7x
"19,499","19,499","19,499","19,304","19,111","18,920","18,731","19,105","19,105","17,768","17,057","16,375","17,768","17,946","18,125","18,306","17,391","16,521","17,182","17,870","18,584","18,584","18,584","19,499",iQOO Z8 5G
"22,999","22,999","22,999","22,769","22,541","22,316","22,093","22,535","22,535","20,957","19,909","18,914","20,957","21,167","21,378","21,592","20,513","19,487","20,266","21,077","21,920","21,920","21,920","22,999",iQOO Z8 Pro 5G
"19,990","19,990","19,990","19,790","19,592","19,396","19,202","19,586","19,586","18,215","17,487","16,787","18,215","18,397","18,581","18,767","17,829","16,937","17,615","18,320","19,052","19,052","19,052","19,990",iQOO Z8x
"19,999","19,999","19,999","19,799","19,601","19,405","19,211","19,595","19,595","18,224","17,495","16,795","18,224","18,406","18,590","18,776","17,837","16,945","17,623","18,328","19,061","19,061","19,061","19,999",iQOO Z9 5G
"21,838","21,838","21,838","21,620","21,403","21,189","20,977","21,397","21,397","19,899","19,103","18,339","19,899","20,098","20,299","20,502","19,477","18,503","19,243","20,013","20,814","20,814","20,814","21,838",iQOO Z9 5G (8GB RAM + 256GB)
"25,990","25,990","25,990","25,730","25,473","25,218","24,966","25,465","25,465","23,173","22,015","20,914","23,173","23,405","23,639","23,876","22,682","21,548","22,410","23,306","24,238","24,238","24,238","25,990",iQOO Z9 Pro
"13,499","13,499","13,499","13,499","13,499","13,094","12,701","12,955","12,955","12,307","11,815","11,343","12,307","12,431","12,555","12,680","12,173","11,686","12,037","12,398","12,770","12,770","12,770","13,499",iQOO Z9x
"7,190","7,190","7,190","7,190","7,190","7,046","6,905","7,043","7,043","6,691","6,557","6,426","6,555","6,620","6,687","6,753","6,483","6,224","6,411","6,603","6,801","6,801","6,801","7,190",itel A70 4G (4GB RAM + 256GB)
"7,299","7,299","7,299","7,299","7,299","7,153","7,010","7,150","7,150","6,793","6,657","6,524","6,654","6,721","6,788","6,856","6,582","6,318","6,508","6,703","6,904","6,904","6,904","7,299",Itel P40 Plus
"6,999","6,999","6,999","6,999","6,999","6,859","6,722","6,856","6,856","6,513","6,383","6,256","6,381","6,444","6,509","6,574","6,311","6,059","6,240","6,428","6,620","6,620","6,620","6,999",itel P55 4G
"7,309","7,309","7,309","7,309","7,309","7,163","7,020","7,160","7,160","6,802","6,666","6,533","6,663","6,730","6,797","6,865","6,591","6,327","6,517","6,712","6,914","6,914","6,914","7,309",itel P55 4G (8GB RAM + 128GB)
"7,319","7,319","7,319","7,319","7,319","7,173","7,029","7,170","7,170","6,811","6,675","6,542","6,672","6,739","6,806","6,875","6,600","6,336","6,526","6,721","6,923","6,923","6,923","7,319",itel P55 4G (8GB RAM + 128GB)
"10,489","10,489","10,489","10,489","10,489","10,174","9,869","10,066","10,066","9,563","9,372","9,184","9,368","9,462","9,556","9,652","9,266","8,895","9,162","9,437","9,720","9,720","9,720","10,489",itel P55 5G
"10,749","10,749","10,749","10,749","10,749","10,427","10,114","10,316","10,316","9,800","9,604","9,412","9,600","9,696","9,793","9,891","9,496","9,116","9,389","9,671","9,961","9,961","9,961","10,749",itel P55 5G (6GB RAM + 128GB)
"9,999","9,999","9,999","9,999","9,999","9,699","9,408","9,596","9,596","9,116","8,934","8,755","8,931","9,020","9,110","9,201","8,833","8,480","8,734","8,996","9,266","9,266","9,266","9,999",itel P55 Plus
"7,394","7,394","7,394","7,394","7,394","7,246","7,101","7,243","7,243","6,881","6,743","6,609","6,741","6,808","6,876","6,945","6,667","6,401","6,593","6,790","6,994","6,994","6,994","7,394",itel P55T
"10,999","10,999","10,999","10,999","10,999","10,669","10,349","10,556","10,556","10,028","9,627","9,242","9,427","9,521","9,616","9,712","9,324","8,951","9,219","9,496","9,781","9,781","9,781","10,999",Itel P65 Plus
"8,990","8,990","8,990","8,990","8,990","8,720","8,459","8,628","8,628","8,196","8,033","7,872","8,029","8,110","8,191","8,273","7,942","7,624","7,853","8,088","8,331","8,331","8,331","8,990",itel RS4
"6,990","6,990","6,990","6,990","6,990","6,850","6,713","6,847","6,847","6,505","6,375","6,247","6,372","6,436","6,501","6,566","6,303","6,051","6,232","6,419","6,612","6,612","6,612","6,990",itel S16 Pro
"14,499","14,499","14,499","14,499","14,499","14,064","13,642","13,915","13,915","13,219","12,690","12,183","13,219","13,351","13,485","13,620","13,075","12,552","12,929","13,316","13,716","13,716","13,716","14,499",itel S23 Plus
"10,999","10,999","10,999","10,999","10,999","10,669","10,349","10,556","10,556","10,028","9,627","9,242","9,427","9,521","9,616","9,712","9,324","8,951","9,219","9,496","9,781","9,781","9,781","10,999",itel S24
"7,299","7,299","7,299","7,299","7,299","7,153","7,010","7,150","7,150","6,793","6,657","6,524","6,654","6,721","6,788","6,856","6,582","6,318","6,508","6,703","6,904","6,904","6,904","7,299",Itel Vision 2
"7,949","7,949","7,949","7,949","7,949","7,790","7,634","7,787","7,787","7,398","7,250","7,105","7,247","7,319","7,392","7,466","7,168","6,881","7,087","7,300","7,519","7,519","7,519","7,949",Lava Blaze 2 4G
"9,999","9,999","9,999","9,999","9,999","9,699","9,408","9,596","9,596","9,116","8,934","8,755","8,931","9,020","9,110","9,201","8,833","8,480","8,734","8,996","9,266","9,266","9,266","9,999",Lava Blaze 2 5G
"9,999","9,999","9,999","9,999","9,999","9,699","9,408","9,596","9,596","9,116","8,934","8,755","8,931","9,020","9,110","9,201","8,833","8,480","8,734","8,996","9,266","9,266","9,266","9,999",Lava Blaze 2 Pro
"8,799","8,799","8,799","8,799","8,799","8,535","8,279","8,445","8,445","8,022","7,862","7,705","7,859","7,937","8,017","8,097","7,773","7,462","7,686","7,917","8,154","8,154","8,154","8,799",Lava Blaze 5G
"9,099","9,099","9,099","9,099","9,099","8,826","8,561","8,732","8,732","8,296","8,130","7,967","8,127","8,208","8,290","8,373","8,038","7,716","7,948","8,186","8,432","8,432","8,432","9,099",Lava Blaze 5G (6GB RAM + 128GB)
"9,799","9,799","9,799","9,799","9,799","9,505","9,220","9,404","9,404","8,934","8,755","8,580","8,752","8,839","8,928","9,017","8,656","8,310","8,559","8,816","9,081","9,081","9,081","9,799",Lava Blaze 5G (8GB RAM + 128GB)
"6,999","6,999","6,999","6,999","6,999","6,859","6,722","6,856","6,856","6,513","6,383","6,256","6,381","6,444","6,509","6,574","6,311","6,059","6,240","6,428","6,620","6,620","6,620","6,999",Lava Blaze NXT
"8,499","8,499","8,499","8,499","8,499","8,244","7,997","8,157","8,157","7,749","7,594","7,442","7,591","7,667","7,743","7,821","7,508","7,208","7,424","7,647","7,876","7,876","7,876","8,499",Lava Blaze Pro (6GB RAM + 128GB)
"6,999","6,999","6,999","6,999","6,999","6,859","6,722","6,856","6,856","6,513","6,383","6,256","6,381","6,444","6,509","6,574","6,311","6,059","6,240","6,428","6,620","6,620","6,620","6,999",Lava O1
"7,999","7,999","7,999","7,999","7,999","7,839","7,682","7,836","7,836","7,444","7,295","7,149","7,292","7,365","7,439","7,513","7,213","6,924","7,132","7,346","7,566","7,566","7,566","7,999",Lava O2
"8,990","8,990","8,990","8,990","8,990","8,720","8,459","8,628","8,628","8,196","8,033","7,872","8,029","8,110","8,191","8,273","7,942","7,624","7,853","8,088","8,331","8,331","8,331","8,990",Lava O3
"7,990","7,990","7,990","7,990","7,990","7,830","7,674","7,827","7,827","7,436","7,287","7,141","7,284","7,357","7,431","7,505","7,205","6,916","7,124","7,338","7,558","7,558","7,558","7,990",Lava X4
"6,999","6,999","6,999","6,999","6,999","6,859","6,722","6,856","6,856","6,513","6,383","6,256","6,381","6,444","6,509","6,574","6,311","6,059","6,240","6,428","6,620","6,620","6,620","6,999",Lava Yuva 2 Pro
"6,999","6,999","6,999","6,999","6,999","6,859","6,722","6,856","6,856","6,513","6,383","6,256","6,381","6,444","6,509","6,574","6,311","6,059","6,240","6,428","6,620","6,620","6,620","6,999",Lava Yuva 3
"7,299","7,299","7,299","7,299","7,299","7,153","7,010","7,150","7,150","6,793","6,657","6,524","6,654","6,721","6,788","6,856","6,582","6,318","6,508","6,703","6,904","6,904","6,904","7,299",Lava Yuva 3 (4GB RAM + 128GB)
"8,346","8,346","8,346","8,346","8,346","8,096","7,853","8,010","8,010","7,609","7,457","7,308","7,454","7,529","7,604","7,680","7,373","7,078","7,290","7,509","7,734","7,734","7,734","8,346",Lava Yuva 3 Pro
"8,499","8,499","8,499","8,499","8,499","8,244","7,997","8,157","8,157","7,749","7,594","7,442","7,591","7,667","7,743","7,821","7,508","7,208","7,424","7,647","7,876","7,876","7,876","8,499",Lava Yuva 4
"9,990","9,990","9,990","9,990","9,990","9,690","9,400","9,588","9,588","9,108","8,926","8,748","8,922","9,012","9,102","9,193","8,825","8,472","8,726","8,988","9,258","9,258","9,258","9,990",Lava Yuva 4 Pro 5G
"9,999","9,999","9,999","9,999","9,999","9,699","9,408","9,596","9,596","9,116","8,934","8,755","8,931","9,020","9,110","9,201","8,833","8,480","8,734","8,996","9,266","9,266","9,266","9,999",Lava Z4 Plus
"7,124","7,124","7,124","7,124","7,124","6,982","6,842","6,979","6,979","6,630","6,497","6,367","6,495","6,560","6,625","6,691","6,424","6,167","6,352","6,542","6,739","6,739","6,739","7,124",Lenovo A6 Note
"7,499","7,499","7,499","7,499","7,499","7,349","7,202","7,346","7,346","6,979","6,839","6,702","6,836","6,905","6,974","7,044","6,762","6,491","6,686","6,887","7,093","7,093","7,093","7,499",Lenovo A7
"13,990","13,990","13,990","13,990","13,990","13,570","13,163","13,426","13,426","12,755","12,245","11,755","12,755","12,883","13,012","13,142","12,616","12,111","12,475","12,849","13,234","13,234","13,234","13,990",Lenovo K13 Pro
"9,499","9,499","9,499","9,499","9,499","9,214","8,938","9,116","9,116","8,661","8,487","8,318","8,484","8,569","8,654","8,741","8,391","8,056","8,297","8,546","8,803","8,803","8,803","9,499",Lenovo K14
"11,490","11,490","11,490","11,490","11,490","11,145","10,811","11,027","11,027","10,476","10,057","9,655","9,848","9,946","10,046","10,146","9,740","9,351","9,631","9,920","10,218","10,218","10,218","11,490",Lenovo K14 Note
"9,990","9,990","9,990","9,990","9,990","9,690","9,400","9,588","9,588","9,108","8,926","8,748","8,922","9,012","9,102","9,193","8,825","8,472","8,726","8,988","9,258","9,258","9,258","9,990",Lenovo K15 Plus
"7,290","7,290","7,290","7,290","7,290","7,144","7,001","7,141","7,141","6,784","6,649","6,516","6,646","6,712","6,780","6,847","6,573","6,310","6,500","6,695","6,896","6,896","6,896","7,290",Lenovo K8 Plus
"7,499","7,499","7,499","7,499","7,499","7,349","7,202","7,346","7,346","6,979","6,839","6,702","6,836","6,905","6,974","7,044","6,762","6,491","6,686","6,887","7,093","7,093","7,093","7,499",Lenovo K9 Note
"64,999","63,699","62,425","62,425","62,425","62,425","62,425","62,425","62,425","56,183","53,373","50,705","62,425","62,425","62,425","62,425","58,055","53,991","57,771","61,815","66,142","66,142","66,142","64,999",Lenovo Legion Duel 3 5G
"49,990","47,491","45,116","45,116","47,372","49,740","49,740","49,740","49,740","44,766","42,528","40,402","44,766","45,214","45,666","46,123","42,894","39,892","42,285","44,822","47,512","47,512","47,512","49,990",Lenovo Legion Halo
"54,990","53,890","52,812","52,812","52,812","52,812","52,812","52,812","52,812","47,531","45,155","42,897","47,531","48,006","48,487","48,971","45,543","42,355","45,320","48,493","51,887","51,887","51,887","54,990",Lenovo Legion Phone 3 5G
"59,999","58,799","57,623","57,623","57,623","57,623","57,623","57,623","57,623","51,861","49,268","46,804","57,623","58,199","58,781","59,369","55,213","51,348","54,943","58,789","62,904","62,904","62,904","59,999",Lenovo Legion Pro 2
"34,990","33,241","31,578","31,578","33,157","34,815","34,815","34,815","34,815","31,682","30,098","28,593","31,682","31,999","32,319","32,642","30,357","28,232","29,926","31,721","33,625","33,625","33,625","34,990",Lenovo Legion Y70
"46,990","44,641","42,408","42,408","44,529","46,755","46,755","46,755","46,755","42,080","39,976","37,977","42,080","42,501","42,926","43,355","40,320","37,498","39,747","42,132","44,660","44,660","44,660","46,990",Lenovo Legion Y90
"9,499","9,499","9,499","9,499","9,499","9,214","8,938","9,116","9,116","8,661","8,487","8,318","8,484","8,569","8,654","8,741","8,391","8,056","8,297","8,546","8,803","8,803","8,803","9,499",LG K31s
"27,999","27,999","27,999","27,719","27,442","27,167","26,896","27,434","27,434","24,965","23,716","22,531","24,965","25,214","25,466","25,721","23,921","22,246","23,136","24,061","25,024","25,024","25,024","27,999",LG Stylo 7 5G
"79,990","78,390","76,822","76,822","76,822","76,822","76,822","76,822","76,822","69,140","65,683","62,399","76,822","76,822","76,822","76,822","71,445","66,444","71,095","76,071","81,396","81,396","81,396","79,990",LG V60 ThinQ
"82,990","80,500","78,085","78,085","81,990","81,990","81,990","81,990","81,990","73,791","70,101","66,596","81,990","81,990","81,990","81,990","76,250","70,913","75,877","81,188","86,871","86,871","86,871","82,990",LG V70 ThinQ 5G
"49,999","47,499","45,124","45,124","47,380","49,749","49,749","49,749","49,749","44,774","42,536","40,409","44,774","45,222","45,674","46,131","42,902","39,899","42,293","44,830","47,520","47,520","47,520","49,999",LG Velvet 2 Pro
"54,999","53,899","52,821","52,821","52,821","52,821","52,821","52,821","52,821","47,539","45,162","42,904","47,539","48,014","48,494","48,979","45,551","42,362","45,328","48,501","51,896","51,896","51,896","54,999",LG Velvet 5G
"35,999","34,199","32,489","32,489","34,114","35,819","35,819","35,819","35,819","32,596","30,966","29,417","32,595","32,921","33,251","33,583","31,232","29,046","30,789","32,636","34,594","34,594","34,594","35,999",Motorola Defy
"45,990","43,691","41,506","41,506","43,581","45,760","45,760","45,760","45,760","41,184","39,125","37,169","41,184","41,596","42,012","42,432","39,462","36,700","38,902","41,236","43,710","43,710","43,710","45,990",Motorola Defy 2
"22,999","22,999","22,999","22,769","22,541","22,316","22,093","22,535","22,535","20,957","19,909","18,914","20,957","21,167","21,378","21,592","20,513","19,487","20,266","21,077","21,920","21,920","21,920","22,999",Motorola Edge 20 5G
"39,990","37,991","36,091","36,091","37,896","39,790","39,790","39,790","39,790","36,209","34,399","32,679","36,209","36,571","36,937","37,306","34,695","32,266","34,202","36,254","38,430","38,430","38,430","39,990",Motorola Edge 2023
"24,999","24,999","24,999","24,749","24,502","24,257","24,014","24,494","24,494","22,780","21,641","20,559","22,780","23,007","23,237","23,470","22,296","21,182","22,029","22,910","23,826","23,826","23,826","24,999",Motorola Edge 30 5G
"21,999","21,999","21,999","21,779","21,561","21,346","21,132","21,555","21,555","20,046","19,044","18,091","20,046","20,246","20,449","20,653","19,621","18,640","19,385","20,161","20,967","20,967","20,967","21,999",Motorola Edge 30 5G (8GB RAM + 128GB)
"30,990","29,441","27,968","27,968","29,367","30,835","30,835","30,835","30,835","28,060","26,657","25,324","28,060","28,341","28,624","28,910","26,887","25,005","26,505","28,095","29,781","29,781","29,781","30,990",Motorola Edge 30 Fusion 5G
"39,990","37,991","36,091","36,091","37,896","39,790","39,790","39,790","39,790","36,209","34,399","32,679","36,209","36,571","36,937","37,306","34,695","32,266","34,202","36,254","38,430","38,430","38,430","39,990",Motorola Edge 30 Pro 5G
"54,990","53,890","52,812","52,812","52,812","52,812","52,812","52,812","52,812","47,531","45,155","42,897","47,531","48,006","48,487","48,971","45,543","42,355","45,320","48,493","51,887","51,887","51,887","54,990",Motorola Edge 30 Pro Ultra
"69,999","68,599","67,227","67,227","67,227","67,227","67,227","67,227","67,227","60,504","57,479","54,605","67,227","67,227","67,227","67,227","62,521","58,145","62,215","66,570","71,230","71,230","71,230","69,999",Motorola Edge 30 Ultra
"26,999","26,999","26,999","26,729","26,462","26,197","25,935","26,454","26,454","24,073","22,869","21,726","24,073","24,314","24,557","24,802","23,562","22,384","23,280","24,211","25,179","25,179","25,179","26,999",Motorola Edge 40 5G
"42,990","40,841","38,798","38,798","40,738","42,775","42,775","42,775","42,775","38,926","36,979","35,130","38,926","39,315","39,708","40,105","37,298","34,687","36,768","38,974","41,313","41,313","41,313","42,990",Motorola Edge 40 Fusion
"20,999","20,999","20,999","20,789","20,581","20,375","20,172","20,575","20,575","19,135","18,369","17,635","19,135","19,326","19,519","19,715","18,729","17,792","18,504","19,244","20,014","20,014","20,014","20,999",Motorola Edge 40 Neo
"22,999","22,999","22,999","22,769","22,541","22,316","22,093","22,535","22,535","20,957","19,909","18,914","20,957","21,167","21,378","21,592","20,513","19,487","20,266","21,077","21,920","21,920","21,920","22,999",Motorola Edge 40 Neo (12GB RAM + 256GB)
"79,990","78,390","76,822","76,822","76,822","76,822","76,822","76,822","76,822","69,140","65,683","62,399","76,822","76,822","76,822","76,822","71,445","66,444","71,095","76,071","81,396","81,396","81,396","79,990",Motorola Edge 40 Pro 5G
"55,990","54,870","53,773","53,773","53,773","53,773","53,773","53,773","53,773","48,396","45,976","43,677","53,773","54,311","54,854","55,402","51,524","47,917","51,272","54,861","58,701","58,701","58,701","55,990",Motorola Edge 50
"34,990","33,241","31,578","31,578","33,157","34,815","34,815","34,815","34,815","31,682","30,098","28,593","31,682","31,999","32,319","32,642","30,357","28,232","29,926","31,721","33,625","33,625","33,625","34,990",Motorola Edge 50 Fusion
"35,999","34,199","32,489","32,489","34,114","35,819","35,819","35,819","35,819","32,596","30,966","29,417","32,595","32,921","33,251","33,583","31,232","29,046","30,789","32,636","34,594","34,594","34,594","35,999",Motorola Edge 50 Pro (12GB RAM + 256GB)
"31,999","30,399","28,879","28,879","30,323","31,839","31,839","31,839","31,839","28,974","27,525","26,149","28,974","29,263","29,556","29,852","27,762","25,819","27,368","29,010","30,750","30,750","30,750","31,999",Motorola Edge 50 Pro 5G
"88,990","86,320","83,731","83,731","87,917","87,917","87,917","87,917","87,917","79,126","75,169","71,411","87,917","87,917","87,917","87,917","81,763","76,040","81,362","87,058","93,152","93,152","93,152","88,990",Motorola Edge 50 Ultra
"59,990","58,790","57,614","57,614","57,614","57,614","57,614","57,614","57,614","51,853","49,260","46,797","57,614","58,191","58,772","59,360","55,205","51,341","54,934","58,780","62,894","62,894","62,894","59,990",Motorola Edge 60 Pro
"69,990","68,590","67,218","67,218","67,218","67,218","67,218","67,218","67,218","60,497","57,472","54,598","67,218","67,218","67,218","67,218","62,513","58,137","62,207","66,561","71,221","71,221","71,221","69,990",Motorola Edge 60 Ultra
"49,999","47,499","45,124","45,124","47,380","49,749","49,749","49,749","49,749","44,774","42,536","40,409","44,774","45,222","45,674","46,131","42,902","39,899","42,293","44,830","47,520","47,520","47,520","49,999",Motorola Edge Plus
"54,990","53,890","52,812","52,812","52,812","52,812","52,812","52,812","52,812","47,531","45,155","42,897","47,531","48,006","48,487","48,971","45,543","42,355","45,320","48,493","51,887","51,887","51,887","54,990",Motorola Edge Plus 2023
"37,999","36,099","34,294","34,294","36,009","37,809","37,809","37,809","37,809","34,406","32,686","31,052","34,406","34,750","35,098","35,449","32,968","30,660","32,499","34,449","36,516","36,516","36,516","37,999",Motorola Edge X30 Champion Edition 5G
"62,990","61,730","60,496","60,496","60,496","60,496","60,496","60,496","60,496","54,446","51,724","49,138","60,496","60,496","60,496","60,496","56,261","52,323","55,985","59,904","64,097","64,097","64,097","62,990",Motorola Frontier
"59,990","58,790","57,614","57,614","57,614","57,614","57,614","57,614","57,614","51,853","49,260","46,797","57,614","58,191","58,772","59,360","55,205","51,341","54,934","58,780","62,894","62,894","62,894","59,990",Motorola Frontier 22 5G
"6,999","6,999","6,999","6,999","6,999","6,859","6,722","6,856","6,856","6,513","6,383","6,256","6,381","6,444","6,509","6,574","6,311","6,059","6,240","6,428","6,620","6,620","6,620","6,999",Motorola Moto E13 (4GB RAM + 64GB)
"7,998","7,998","7,998","7,998","7,998","7,838","7,681","7,835","7,835","7,443","7,294","7,148","7,291","7,364","7,438","7,512","7,212","6,923","7,131","7,345","7,565","7,565","7,565","7,998",Motorola Moto E13 (8GB RAM + 128GB)
"6,999","6,999","6,999","6,999","6,999","6,859","6,722","6,856","6,856","6,513","6,383","6,256","6,381","6,444","6,509","6,574","6,311","6,059","6,240","6,428","6,620","6,620","6,620","6,999",Motorola Moto E14
"10,990","10,990","10,990","10,990","10,990","10,660","10,340","10,547","10,547","10,020","9,619","9,234","9,419","9,513","9,608","9,704","9,316","8,944","9,212","9,488","9,773","9,773","9,773","10,990",Motorola Moto E22
"6,999","6,999","6,999","6,999","6,999","6,859","6,722","6,856","6,856","6,513","6,383","6,256","6,381","6,444","6,509","6,574","6,311","6,059","6,240","6,428","6,620","6,620","6,620","6,999",Motorola Moto E22s
"6,999","6,999","6,999","6,999","6,999","6,859","6,722","6,856","6,856","6,513","6,383","6,256","6,381","6,444","6,509","6,574","6,311","6,059","6,240","6,428","6,620","6,620","6,620","6,999",Motorola Moto E32
"9,999","9,999","9,999","9,999","9,999","9,699","9,408","9,596","9,596","9,116","8,934","8,755","8,931","9,020","9,110","9,201","8,833","8,480","8,734","8,996","9,266","9,266","9,266","9,999",Motorola Moto E32s (4GB RAM + 64GB)
"11,999","11,999","11,999","11,999","11,999","11,639","11,290","11,516","11,516","10,940","10,502","10,082","10,385","10,489","10,593","10,699","10,271","9,860","10,156","10,461","10,775","10,775","10,775","11,999",Motorola Moto E35
"7,090","7,090","7,090","7,090","7,090","6,948","6,809","6,945","6,945","6,598","6,466","6,337","6,464","6,528","6,594","6,659","6,393","6,137","6,321","6,511","6,706","6,706","6,706","7,090",Motorola Moto E7 Plus
"31,990","30,391","28,871","28,871","30,315","31,830","31,830","31,830","31,830","28,966","27,517","26,141","28,966","29,255","29,548","29,843","27,754","25,811","27,360","29,002","30,742","30,742","30,742","31,990",Motorola Moto Edge 30 Neo
"19,999","19,999","19,999","19,799","19,601","19,405","19,211","19,595","19,595","18,224","17,495","16,795","18,224","18,406","18,590","18,776","17,837","16,945","17,623","18,328","19,061","19,061","19,061","19,999",Motorola Moto Edge 40 Lite 5G
"29,990","29,990","29,990","29,690","29,393","29,099","28,808","29,384","29,384","26,740","25,403","24,133","26,740","27,007","27,277","27,550","25,622","23,828","24,781","25,772","26,803","26,803","26,803","29,990",Motorola Moto Edge 50 Lite 5G
"29,999","29,999","29,999","29,699","29,402","29,108","28,817","29,393","29,393","26,748","25,410","24,140","26,748","27,015","27,286","27,558","25,629","23,835","24,789","25,780","26,811","26,811","26,811","29,999",Motorola Moto Edge 50 Neo
"39,990","37,991","36,091","36,091","37,896","39,790","39,790","39,790","39,790","36,209","34,399","32,679","36,209","36,571","36,937","37,306","34,695","32,266","34,202","36,254","38,430","38,430","38,430","39,990",Motorola Moto Edge 5G 2022
"23,990","23,990","23,990","23,750","23,513","23,277","23,045","23,506","23,506","21,860","20,767","19,729","21,860","22,079","22,300","22,523","21,396","20,327","21,140","21,985","22,865","22,865","22,865","23,990",Motorola Moto Edge S30 5G
"34,990","33,241","31,578","31,578","33,157","34,815","34,815","34,815","34,815","31,682","30,098","28,593","31,682","31,999","32,319","32,642","30,357","28,232","29,926","31,721","33,625","33,625","33,625","34,990",Motorola Moto Edge S30 Pro
"46,999","44,649","42,417","42,417","44,537","46,764","46,764","46,764","46,764","42,088","39,983","37,984","42,088","42,509","42,934","43,363","40,328","37,505","39,755","42,140","44,669","44,669","44,669","46,999",Motorola Moto Edge X30 5G (12GB RAM + 256GB)
"59,990","58,790","57,614","57,614","57,614","57,614","57,614","57,614","57,614","51,853","49,260","46,797","57,614","58,191","58,772","59,360","55,205","51,341","54,934","58,780","62,894","62,894","62,894","59,990",Motorola Moto Edge X30 Pro
"20,999","20,999","20,999","20,789","20,581","20,375","20,172","20,575","20,575","19,135","18,369","17,635","19,135","19,326","19,519","19,715","18,729","17,792","18,504","19,244","20,014","20,014","20,014","20,999",Motorola Moto G 5G
"19,990","19,990","19,990","19,790","19,592","19,396","19,202","19,586","19,586","18,215","17,487","16,787","18,215","18,397","18,581","18,767","17,829","16,937","17,615","18,320","19,052","19,052","19,052","19,990",Motorola Moto G 5G 2023
"16,990","16,990","16,990","16,820","16,652","16,485","16,321","16,647","16,647","15,482","14,862","14,268","15,482","15,636","15,793","15,951","15,153","14,396","14,827","15,272","15,730","15,730","15,730","16,990",Motorola Moto G 5G 2024
"12,990","12,990","12,990","12,990","12,990","12,600","12,222","12,467","12,467","11,843","11,370","10,915","11,242","11,355","11,468","11,583","11,120","10,675","10,995","11,325","11,665","11,665","11,665","12,990",Motorola Moto G Play (2024)
"12,990","12,990","12,990","12,990","12,990","12,600","12,222","12,467","12,467","11,843","11,370","10,915","11,242","11,355","11,468","11,583","11,120","10,675","10,995","11,325","11,665","11,665","11,665","12,990",Motorola Moto G Play 2022
"11,999","11,999","11,999","11,999","11,999","11,639","11,290","11,516","11,516","10,940","10,502","10,082","10,385","10,489","10,593","10,699","10,271","9,860","10,156","10,461","10,775","10,775","10,775","11,999",Motorola Moto G Play 2023
"25,999","25,999","25,999","25,739","25,482","25,227","24,975","25,474","25,474","23,181","22,022","20,921","23,181","23,413","23,647","23,884","22,690","21,555","22,417","23,314","24,247","24,247","24,247","25,999",Motorola Moto G Power 5G 2024
"28,990","28,990","28,990","28,700","28,413","28,129","27,848","28,405","28,405","25,848","24,556","23,328","25,848","26,107","26,368","26,631","24,767","23,034","23,955","24,913","25,910","25,910","25,910","28,990",Motorola Moto G Stylus 5G
"37,990","36,091","34,286","34,286","36,000","37,800","37,800","37,800","37,800","34,398","32,678","31,044","34,398","34,742","35,090","35,441","32,960","30,653","32,492","34,441","36,508","36,508","36,508","37,990",Motorola Moto G Stylus 5G 2022
"32,990","31,341","29,773","29,773","31,262","32,825","32,825","32,825","32,825","29,871","28,377","26,959","29,871","30,170","30,471","30,776","28,622","26,618","28,215","29,908","31,703","31,703","31,703","32,990",Motorola Moto G Stylus 5G 2023
"33,499","31,824","30,233","30,233","31,744","33,332","33,332","33,332","33,332","30,332","28,815","27,375","30,332","30,635","30,942","31,251","29,063","27,029","28,651","30,370","32,192","32,192","32,192","33,499",Motorola Moto G Stylus 5G 2024
"6,999","6,999","6,999","6,999","6,999","6,859","6,722","6,856","6,856","6,513","6,383","6,256","6,381","6,444","6,509","6,574","6,311","6,059","6,240","6,428","6,620","6,620","6,620","6,999",Motorola Moto G04
"7,999","7,999","7,999","7,999","7,999","7,839","7,682","7,836","7,836","7,444","7,295","7,149","7,292","7,365","7,439","7,513","7,213","6,924","7,132","7,346","7,566","7,566","7,566","7,999",Motorola Moto G04 (8 GB RAM + 128GB)
"8,990","8,990","8,990","8,990","8,990","8,720","8,459","8,628","8,628","8,196","8,033","7,872","8,029","8,110","8,191","8,273","7,942","7,624","7,853","8,088","8,331","8,331","8,331","8,990",Motorola Moto G04s
"8,990","8,990","8,990","8,990","8,990","8,720","8,459","8,628","8,628","8,196","8,033","7,872","8,029","8,110","8,191","8,273","7,942","7,624","7,853","8,088","8,331","8,331","8,331","8,990",Motorola Moto G05
"12,999","12,999","12,999","12,999","12,999","12,609","12,231","12,475","12,475","11,852","11,378","10,922","11,250","11,363","11,476","11,591","11,127","10,682","11,003","11,333","11,673","11,673","11,673","12,999",Motorola Moto G12
"8,999","8,999","8,999","8,999","8,999","8,729","8,467","8,637","8,637","8,205","8,041","7,880","8,037","8,118","8,199","8,281","7,950","7,632","7,861","8,096","8,339","8,339","8,339","8,999",Motorola Moto G13
